stage,epoch,train_loss,val_loss,train_accuracy,train_macro_f1,train_macro_precision,train_macro_recall,val_accuracy,val_macro_f1,val_macro_precision,val_macro_recall
stage1,0,3.1666763637236275,2.9656161361739346,0.12832550860719874,0.09132285328701473,0.12243405968808466,0.09707264332307947,0.2949852507374631,0.20236094015576803,0.24955716005220638,0.22578480664565975
stage1,1,2.768636199665617,2.5333530614509696,0.33437663015127805,0.247606189947955,0.40429661221320606,0.26081346609546463,0.4424778761061947,0.3491458954080433,0.4190074685042315,0.3693794310710375
stage1,2,2.4206329972780054,2.3060073529021228,0.4480959833072509,0.36685817200830106,0.48643796321419785,0.3778348896620784,0.5014749262536873,0.40904510820459383,0.4224927336038447,0.43583726660782046
stage1,3,2.216795383422525,2.1465627197670725,0.5070422535211268,0.43464751702590226,0.5360823066570877,0.4429845572769193,0.5132743362831859,0.426847342170046,0.4610345692733034,0.4489237988119997
stage1,4,2.0890815203303026,2.0719779079290968,0.5367762128325508,0.4894552608406353,0.5498861109082722,0.4903577685055399,0.528023598820059,0.45467336028262323,0.4953698581027498,0.4703613481907255
stage1,5,1.997123237444699,2.0194377463124145,0.559207094418362,0.5175997959368535,0.5765122397029839,0.5133645802234394,0.5457227138643068,0.48377950691817045,0.5335991505023153,0.4956791903773328
stage1,6,1.9256695051894688,1.9862583133675005,0.603547209181012,0.5708321777714761,0.6227512732966533,0.5642285607172512,0.5398230088495575,0.4686222013218665,0.521639233449762,0.4806615893948195
stage1,7,1.883198094355544,1.958838251136397,0.6071987480438185,0.5767821774306745,0.6271661763208151,0.5699949318219381,0.5457227138643068,0.4855189784583234,0.5331784664137605,0.49482359697787975
stage1,8,1.8791048734462938,1.9630078766549934,0.6030255607720396,0.5731375486703405,0.622715927593486,0.568206627535358,0.551622418879056,0.4820735773515612,0.49787841764322815,0.4985976007518836
stage1,9,1.8718393011894088,1.945551771681569,0.6171100678142931,0.5892393711501519,0.6276320933234848,0.584822604520144,0.5634218289085545,0.5022686436858377,0.5262576108293342,0.5160909099118594
stage2,0,1.8050949044941487,1.8393636741469392,0.6338028169014085,0.6031326499716143,0.6493707613281634,0.601121321513935,0.5870206489675516,0.5247116706482328,0.5573939338567248,0.5363948803620286
stage2,1,1.6968685022915286,1.7181445493810648,0.6311945748565467,0.599582786940829,0.6402356853201222,0.5982066571998227,0.6312684365781711,0.5793192282225456,0.6021996644345236,0.5900813157908101
stage2,2,1.5619882115735695,1.66122573561373,0.7016171100678142,0.6755462553796105,0.7066165991292992,0.669885425966436,0.6430678466076696,0.590580896086568,0.6134410189021234,0.5987549239355225
stage2,3,1.4684931183458307,1.613800654369118,0.7376108502869066,0.7193733465329869,0.7412727299120928,0.7148654347950081,0.6430678466076696,0.5947887963282215,0.6199754672666372,0.5969392174414535
stage2,4,1.400858202264156,1.5932185241958032,0.7626499739175796,0.7489425966818334,0.7774915767370976,0.741960880588955,0.6519174041297935,0.604227437201238,0.623536076261413,0.6124925789915471
stage2,5,1.343024242403113,1.5655146109319367,0.7762128325508607,0.7675465663902981,0.7798873989902059,0.7647864885775827,0.6637168141592921,0.6245214644020068,0.6433530544160002,0.6293988912194968
