stage,epoch,train_loss,val_loss,train_accuracy,train_macro_f1,train_macro_precision,train_macro_recall,val_accuracy,val_macro_f1,val_macro_precision,val_macro_recall
stage2,6,1.2829119360689454,1.5495441272898762,0.8101199791340636,0.8033326802264275,0.8198685074967991,0.7981950856410835,0.6696165191740413,0.6311937727876227,0.6445807097767882,0.6385293335198734
stage2,7,1.2279936374943892,1.5312581354186245,0.8262910798122066,0.8205476225676054,0.8323643609917656,0.8167934241477133,0.6666666666666666,0.6293581424107111,0.6446067249639484,0.6322146319007345
stage2,8,1.193215381744695,1.518620211114574,0.8393322900365154,0.8375953161857169,0.8477843330516349,0.8332534679925794,0.672566371681416,0.6341451603347066,0.6506486404042527,0.6367614701292033
stage2,9,1.1618552424351747,1.5085780332222098,0.8534167970787689,0.8494749901122278,0.8596675168023425,0.8451178480365125,0.6784660766961652,0.6442876218556702,0.6568460231368728,0.6455303285497643
stage2,10,1.1338311189403742,1.5028827000508267,0.8695878977569118,0.8684786872651661,0.8777263338343552,0.864157599879448,0.6814159292035398,0.6508914708908298,0.6653592268298151,0.6517031680559372
stage2,11,1.1088538748495393,1.5056584289291968,0.8732394366197183,0.8710199997728088,0.8759549060840386,0.8698762872022079,0.6755162241887905,0.6427278817285951,0.657171280959877,0.6445015219654023
stage2,12,1.0909686144528814,1.4971214149553866,0.883150756390193,0.8791569136159614,0.8859091133645292,0.8771776141795242,0.672566371681416,0.6432638604928356,0.6564225109797911,0.6434320818436746
stage2,13,1.0780560444840306,1.4991761481164128,0.8946270213875848,0.8930683150271117,0.9002968555081279,0.8895572491137438,0.6814159292035398,0.648536227297361,0.6611077044580881,0.64988762702471
stage2,14,1.0643077034718926,1.4955288034624759,0.8925404277516954,0.8913649418816144,0.8946740504955499,0.8910594579805817,0.6784660766961652,0.6455729968850065,0.6592946907126698,0.6449312000094595
stage2,15,1.054035907122513,1.4989430457793154,0.9014084507042254,0.9018827934171524,0.9076448073010364,0.9008677931875532,0.6814159292035398,0.6501192603918435,0.6625526044280998,0.6495608296390891
stage2,16,1.0531927167467605,1.4931005904104857,0.8982785602503912,0.8985369098626073,0.9033981018453213,0.8965328488057267,0.6902654867256637,0.6600563658690507,0.6706979659274345,0.6616419583868844
stage2,17,1.0472577230098288,1.494544979393658,0.9066249347939489,0.9070871847639941,0.9119958819576366,0.9042660613723497,0.6843657817109144,0.6498459023499374,0.6638974251860211,0.6510011588571961
stage2,18,1.0651962912573936,1.4934818656746969,0.8914971309337506,0.88948427136206,0.8948854902660638,0.8886225966023142,0.6873156342182891,0.6578120494581957,0.6719702614621822,0.6568011526688857
stage2,19,1.05484758483039,1.4918797501420553,0.9024517475221701,0.9020218211322132,0.908221738140089,0.899716336589794,0.6784660766961652,0.6484023847979693,0.6631888902227738,0.6473821804016163
