stage,epoch,train_loss,val_loss,train_accuracy,train_macro_f1,train_macro_precision,train_macro_recall,val_accuracy,val_macro_f1,val_macro_precision,val_macro_recall
stage1,0,3.0419430802374627,2.7180531904057417,0.20344287949921752,0.1396368285094416,0.2075324535225874,0.15126927492936076,0.40117994100294985,0.2920510210914259,0.35668793458304,0.3191010263163686
stage1,1,2.4583516775100382,2.197194107865865,0.41471048513302033,0.33883031286405363,0.4347837281843362,0.34822264081484317,0.5132743362831859,0.42515627108316817,0.47567599551259676,0.44769639131524236
stage1,2,2.094817840997042,2.0217058187389094,0.5268648930620762,0.4848876155238156,0.5311784840705197,0.48591997422457095,0.5309734513274337,0.46454769165518334,0.4900577587505691,0.4808417303816341
stage1,3,1.921505124107524,1.9081705611715627,0.5712050078247262,0.5270189676598446,0.5666869764676451,0.5255970758103575,0.5634218289085545,0.5016851645458458,0.515135014162792,0.51603873120471
stage1,4,1.8157169007981389,1.8758731749908761,0.6045905059989567,0.5808521538796705,0.6035646146953381,0.5805216401967579,0.56047197640118,0.5038991406803313,0.534693440447928,0.5107821587310751
stage1,5,1.738420565923055,1.8481013504101464,0.6327595200834637,0.6089972686349648,0.6314752675844864,0.6049984747765754,0.5693215339233039,0.5148123000289763,0.5513132816509723,0.5302408243885712
stage1,6,1.6657281139584712,1.822301997547656,0.6598852373500261,0.6368838861646152,0.6542785361934201,0.6344667073279546,0.5752212389380531,0.5263211647248893,0.5632523577972032,0.5377694718294994
stage1,7,1.616831460717947,1.7971369791171543,0.6797078768909754,0.6692174077505101,0.6862924584251813,0.6653047814836414,0.584070796460177,0.5350997154406867,0.5580598622351287,0.5444271826925766
stage1,8,1.6075113476348781,1.7974537301555846,0.6734480959833072,0.6589994905259322,0.668876755023507,0.6598255954842799,0.5781710914454278,0.5232941154093913,0.531132207877994,0.5361818332707566
stage1,9,1.590884354565998,1.7804457135608414,0.6974439227960355,0.6863326120958531,0.6966493236275939,0.6835986329216974,0.5870206489675516,0.5395631193265454,0.5481407658837326,0.5517024199729739
stage1,10,1.5594016618261004,1.7850889959166536,0.7063119457485655,0.6910798095678722,0.7020705900868449,0.6912377727347923,0.5870206489675516,0.531404142281678,0.544735275553989,0.5446570287170563
stage1,11,1.573043570147869,1.7757494534011435,0.6995305164319249,0.6870014304293579,0.7011091376732956,0.6844841362775104,0.5929203539823009,0.5506777781622355,0.5587348873191311,0.5596041186641463
stage1,12,1.5467393305006907,1.7772087896116364,0.6995305164319249,0.6832324316357306,0.6929186918378183,0.683238203485415,0.5811209439528023,0.5347720194645089,0.5369838676211226,0.5440788382265851
stage1,13,1.5345649423857934,1.7663162577468736,0.7083985393844549,0.6950109610971893,0.7050242409849953,0.6935035767651272,0.5811209439528023,0.539627475656497,0.5471511344643084,0.544268771749852
stage1,14,1.5435954393293314,1.774732356226198,0.7177882107459572,0.7083808226175051,0.7212892635196811,0.7049537135510897,0.5870206489675516,0.5350870013588757,0.5400945682202113,0.5466938158415627
