stage,epoch,train_loss,val_loss,train_accuracy,train_macro_f1,train_macro_precision,train_macro_recall,val_accuracy,val_macro_f1,val_macro_precision,val_macro_recall
stage1,0,3.0419430802374627,2.7180531904057417,0.20344287949921752,0.1396368285094416,0.2075324535225874,0.15126927492936076,0.40117994100294985,0.2920510210914259,0.35668793458304,0.3191010263163686
stage1,1,2.4583516775100382,2.197194107865865,0.41471048513302033,0.33883031286405363,0.4347837281843362,0.34822264081484317,0.5132743362831859,0.42515627108316817,0.47567599551259676,0.44769639131524236
stage1,2,2.094817840997042,2.0217058187389094,0.5268648930620762,0.4848876155238156,0.5311784840705197,0.48591997422457095,0.5309734513274337,0.46454769165518334,0.4900577587505691,0.4808417303816341
stage1,3,1.9259638450515102,1.9259882813709674,0.576943140323422,0.5325693120296283,0.5825638107235366,0.5309762105486135,0.5634218289085545,0.4996417473928813,0.5251634290191111,0.5133584193138717
stage1,4,1.8435989595292817,1.9174335815210257,0.6030255607720396,0.5806320885940778,0.6052308030815612,0.5774862138818804,0.5722713864306784,0.5070919125807253,0.5421155018076244,0.5212212528517998
stage2,0,1.7832247944753743,1.8458517146321525,0.621283255086072,0.59165119582021,0.6301398389870703,0.588279649599409,0.5781710914454278,0.5262117789777522,0.5719540515350637,0.5358019434730822
stage2,1,1.6739555844802936,1.7654707386078736,0.6604068857589984,0.6312102540648549,0.6657205288140999,0.6274696197240213,0.5958702064896755,0.5384042592575192,0.5701400039518003,0.5502445768312642
stage2,2,1.587827595000349,1.7073778726358328,0.6781429316640585,0.6576772616952353,0.6858655368662454,0.6518293331507924,0.6106194690265486,0.5526123978507409,0.5817411199183956,0.5636783614466793
stage2,3,1.5307198879180255,1.6865735560391857,0.7063119457485655,0.6893104193645845,0.7027434720095156,0.6883457074775324,0.616519174041298,0.5565791167442998,0.5826767968840314,0.5680911184523155
stage2,4,1.4860660472013207,1.6546492664511576,0.7219613980177361,0.7105554317141887,0.7277381257801464,0.7076302012085163,0.6253687315634219,0.5676823437932672,0.5826265395307263,0.5799083059660974
stage2,5,1.4263282498159195,1.6416172105654152,0.7428273343766302,0.7250439641431866,0.7440891671459435,0.7220470292696654,0.6312684365781711,0.5739026604209733,0.5958349891217893,0.5864687934089379
stage2,6,1.398109458546248,1.620734328717257,0.7600417318727178,0.7486226627496783,0.7623576751999912,0.7455154989960264,0.6430678466076696,0.5901115825212,0.6043026416712123,0.5990657280646962
stage2,7,1.360244060470589,1.6146118465074748,0.775169535732916,0.7595308438557787,0.775419652918636,0.7558368828324888,0.6430678466076696,0.5890670368950537,0.6036181165408219,0.5990657280646962
stage2,8,1.3255359466708945,1.5959516978193524,0.7913406364110589,0.7786067287711652,0.7879992146572771,0.777152495668797,0.6430678466076696,0.5952116660678647,0.6045780440707977,0.60240741561691
stage2,9,1.3097744598075258,1.5926806923210797,0.7996870109546166,0.7876356723844333,0.8024186200148535,0.7857875861164229,0.6371681415929203,0.5841258134080601,0.6042027374070718,0.5923511463501144
stage2,10,1.2862027295256382,1.5854113685697933,0.8028169014084507,0.8017578220029141,0.8122339229746309,0.7981360850600153,0.6489675516224189,0.6026444569125862,0.6146825447531752,0.6092597861947707
stage2,11,1.2608920946429656,1.5841994412177431,0.810641627543036,0.803952465982817,0.815693835112228,0.7997111376897031,0.6519174041297935,0.6026710526219948,0.6161652095485335,0.6104858749208595
stage2,12,1.2369643572288438,1.5768468647228229,0.812206572769953,0.801324861557955,0.8138223425145903,0.7981345678896368,0.640117994100295,0.5897526879336228,0.5998838811474976,0.5963095866217643
stage2,13,1.2254511566291455,1.5717719986727103,0.828377673448096,0.8234877374979505,0.8326690273637978,0.8196957791896975,0.6578171091445427,0.614832035270262,0.6271959699162765,0.6210624934825141
stage2,14,1.2114192718133743,1.5676445148687448,0.8346374543557642,0.8249458496835946,0.8388433746273137,0.8202217008573628,0.6460176991150443,0.600599710439162,0.6077968915866143,0.6079095969962843
stage2,15,1.2098340866897774,1.5630567819319643,0.8341158059467919,0.8309908980110847,0.8403774770263633,0.8263827587708825,0.6548672566371682,0.6123106823655117,0.6204027897383017,0.6188064676153772
stage2,16,1.1987624593743695,1.5700577346272877,0.837245696400626,0.833218298608466,0.8402947448773115,0.8318685850422483,0.640117994100295,0.5912262530542101,0.6038861521620141,0.5958072256833866
stage2,17,1.1974068679844394,1.5677804749975515,0.8466353677621283,0.8417535477090056,0.84899307524504,0.8410193158065989,0.6578171091445427,0.6108835528266129,0.6213472676623454,0.6180916950266796
stage2,18,1.2008205453243863,1.5718156341957834,0.8398539384454877,0.8319487917558397,0.8408772566502368,0.8308103164957644,0.6430678466076696,0.6039915783306654,0.6159047561008345,0.609183258357665
stage2,19,1.198983691667727,1.568435210393945,0.8393322900365154,0.8334855449129079,0.8429868830422582,0.830905320120631,0.6460176991150443,0.6043757922518653,0.6149487491132846,0.6092984858851733
